created_at,entry_id,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2021-07-26 16:45:59 UTC,198,89,50,40.78
2021-07-26 16:48:03 UTC,199,89,50,40.09
2021-07-26 16:49:59 UTC,200,89,50,37.93
2021-07-26 16:54:03 UTC,201,89,50,33.18
2021-07-26 16:55:59 UTC,202,89,50,37.84
2021-07-26 16:58:11 UTC,203,89,50,34.7
2021-07-26 17:00:08 UTC,204,89,51,33.83
2021-07-26 17:02:05 UTC,205,89,50,36.2
2021-07-26 17:04:02 UTC,206,89,50,32.63
2021-07-26 17:06:00 UTC,207,88,50,32.6
2021-07-26 17:07:59 UTC,208,88,50,33.17
2021-07-26 17:09:59 UTC,209,88,50,34.37
2021-07-26 17:12:00 UTC,210,88,51,39.41
2021-07-26 17:13:59 UTC,211,88,51,34.02
2021-07-26 17:15:59 UTC,212,88,51,36.09
2021-07-26 17:18:20 UTC,213,88,51,34.69
2021-07-26 17:20:06 UTC,214,88,51,34.37
2021-07-26 17:21:59 UTC,215,88,51,34.52
2021-07-26 17:24:01 UTC,216,88,52,37.16
2021-07-26 17:26:07 UTC,217,88,51,36.84
2021-07-26 17:28:00 UTC,218,88,52,38.32
2021-07-26 17:30:16 UTC,219,88,52,39.96
2021-07-26 17:32:00 UTC,220,88,52,42.16
2021-07-26 17:34:08 UTC,221,88,52,41
2021-07-26 17:35:59 UTC,222,88,52,36.84
2021-07-26 17:37:59 UTC,223,88,52,37.14
2021-07-26 17:40:18 UTC,224,88,52,40.42
2021-07-26 17:42:22 UTC,225,87,52,41.6
2021-07-26 17:43:59 UTC,226,87,52,43.21
2021-07-26 17:46:01 UTC,227,87,53,38.75
2021-07-26 17:48:06 UTC,228,87,53,40.87
2021-07-26 17:50:04 UTC,229,87,53,42.64
2021-07-26 17:52:12 UTC,230,87,53,43.41
2021-07-26 17:54:01 UTC,231,87,53,41.44
2021-07-26 17:56:01 UTC,232,87,53,44.65
2021-07-26 18:00:00 UTC,233,87,53,46.41
2021-07-26 18:02:02 UTC,234,87,53,48.05
2021-07-26 18:04:07 UTC,235,87,53,49.15
2021-07-26 18:06:01 UTC,236,87,53,48.24
2021-07-26 18:08:15 UTC,237,87,53,49.64
2021-07-26 18:10:00 UTC,238,87,53,52.11
2021-07-26 18:12:00 UTC,239,87,54,49.2
2021-07-26 18:14:13 UTC,240,87,54,51.13
2021-07-26 18:16:01 UTC,241,87,54,50.39
2021-07-26 18:18:17 UTC,242,87,54,48.1
2021-07-26 18:20:01 UTC,243,87,54,48.46
2021-07-26 18:22:00 UTC,244,87,54,51.98
2021-07-26 18:24:04 UTC,245,87,54,50.43
2021-07-26 18:26:01 UTC,246,87,54,52.74
2021-07-26 18:28:03 UTC,247,87,54,45.87
2021-07-26 18:30:00 UTC,248,87,53,40
2021-07-26 18:32:00 UTC,249,87,53,40.6
2021-07-26 18:34:00 UTC,250,87,53,32.28
2021-07-26 18:36:01 UTC,251,87,53,38.75
2021-07-26 18:38:00 UTC,252,87,53,32.86
2021-07-26 18:40:05 UTC,253,87,53,33.8
2021-07-26 18:42:00 UTC,254,87,52,43.84
2021-07-26 18:44:01 UTC,255,87,53,38.84
2021-07-26 18:46:06 UTC,256,87,53,31.41
2021-07-26 18:48:01 UTC,257,87,53,46.29
2021-07-26 18:50:04 UTC,258,86,53,33.38
2021-07-26 18:52:01 UTC,259,87,53,31.25
2021-07-26 18:54:00 UTC,260,86,53,29.6
2021-07-26 18:56:00 UTC,261,86,53,29.78
2021-07-26 18:58:02 UTC,262,86,53,34.55
2021-07-26 19:00:03 UTC,263,86,53,34.75
2021-07-26 19:02:00 UTC,264,86,54,34.76
2021-07-26 19:04:01 UTC,265,86,54,32.82
2021-07-26 19:06:00 UTC,266,86,53,31.05
2021-07-26 19:08:01 UTC,267,86,54,28.73
2021-07-26 19:10:01 UTC,268,86,54,29.27
2021-07-26 19:12:00 UTC,269,86,53,32.07
2021-07-26 19:14:14 UTC,270,86,54,30.26
2021-07-26 19:16:05 UTC,271,86,54,31.3
2021-07-26 19:18:04 UTC,272,86,53,29.57
2021-07-26 19:20:02 UTC,273,86,54,26.5
2021-07-26 19:22:00 UTC,274,86,54,30.59
2021-07-26 19:24:03 UTC,275,86,54,26.91
2021-07-26 19:26:01 UTC,276,86,54,25.93
2021-07-26 19:28:01 UTC,277,86,54,25.36
2021-07-26 19:30:08 UTC,278,85,54,28.29
2021-07-26 19:32:01 UTC,279,85,54,26.61
2021-07-26 19:34:01 UTC,280,85,54,33.31
2021-07-26 19:36:02 UTC,281,85,54,32
2021-07-26 19:38:01 UTC,282,85,54,35.41
2021-07-26 19:40:01 UTC,283,85,55,32.33
2021-07-26 19:42:01 UTC,284,85,55,27.68
2021-07-26 19:44:01 UTC,285,85,55,23.25
2021-07-26 19:46:02 UTC,286,85,55,23.41
2021-07-26 19:48:10 UTC,287,85,55,25.17
2021-07-26 19:50:02 UTC,288,85,55,23.21
2021-07-26 19:52:02 UTC,289,85,55,22.95
2021-07-26 19:54:05 UTC,290,85,55,24.02
2021-07-26 19:56:01 UTC,291,85,56,23.56
2021-07-26 19:58:02 UTC,292,85,56,22.84
2021-07-26 20:00:05 UTC,293,85,56,25.74
2021-07-26 20:02:02 UTC,294,85,56,24.72
2021-07-26 20:04:05 UTC,295,85,56,24.62
2021-07-26 20:06:02 UTC,296,84,56,23.73
2021-07-26 20:08:02 UTC,297,84,56,23.47
2021-07-26 20:10:04 UTC,298,84,56,23.1
2021-07-26 20:12:02 UTC,299,85,56,23.69
2021-07-26 20:14:03 UTC,300,84,56,26.75
2021-07-26 20:16:07 UTC,301,84,56,24.74
2021-07-26 20:18:02 UTC,302,84,56,23.69
2021-07-26 20:20:03 UTC,303,84,56,24.62
2021-07-26 20:22:05 UTC,304,84,56,25.29
2021-07-26 20:24:02 UTC,305,84,56,27
2021-07-26 20:26:03 UTC,306,84,56,28.21
2021-07-26 20:28:09 UTC,307,84,56,30.7
2021-07-26 20:30:04 UTC,308,84,56,29.74
2021-07-26 20:32:02 UTC,309,84,56,30.11
2021-07-26 20:34:03 UTC,310,84,56,29.36
2021-07-26 20:36:03 UTC,311,84,56,31.71
2021-07-26 20:38:04 UTC,312,84,56,29.93
2021-07-26 20:40:02 UTC,313,84,56,34.85
2021-07-26 20:42:02 UTC,314,84,57,36.4
2021-07-26 20:44:04 UTC,315,84,57,55.02
2021-07-26 20:46:12 UTC,316,84,57,57.33
2021-07-26 20:48:04 UTC,317,84,57,60.63
2021-07-26 20:50:04 UTC,318,84,57,67.67
2021-07-26 20:52:06 UTC,319,84,57,64.02
2021-07-26 20:54:07 UTC,320,84,57,52.96
2021-07-26 20:56:03 UTC,321,84,57,47.47
2021-07-26 20:58:03 UTC,322,84,57,45.1
2021-07-26 21:00:04 UTC,323,84,57,46.71
2021-07-26 21:02:04 UTC,324,84,57,45.23
2021-07-26 21:04:03 UTC,325,84,57,46.1
2021-07-26 21:06:04 UTC,326,84,57,47.64
